V1	Group
17438	WT_specific
8257	WT_specific
4523	WT_specific
13220	WT_specific
5363	WT_specific
1964	WT_specific
0	WT_specific
0	WT_specific
60975	WT_specific
41503	WT_specific
61242	WT_specific
12438	WT_specific
0	WT_specific
9368	WT_specific
22754	WT_specific
21902	WT_specific
21135	WT_specific
9564	WT_specific
3732	WT_specific
16219	WT_specific
6313	WT_specific
17845	WT_specific
18460	WT_specific
15943	WT_specific
32293	WT_specific
29784	WT_specific
26650	WT_specific
2974	WT_specific
0	WT_specific
4227	WT_specific
0	WT_specific
19168	WT_specific
20492	WT_specific
26985	WT_specific
55822	WT_specific
46602	WT_specific
44984	WT_specific
40527	WT_specific
38502	WT_specific
3941	WT_specific
25774	WT_specific
23857	WT_specific
5451	WT_specific
12513	WT_specific
38847	WT_specific
0	WT_specific
18131	WT_specific
18463	WT_specific
37592	WT_specific
42060	WT_specific
67268	WT_specific
79534	WT_specific
84307	WT_specific
88385	WT_specific
81979	WT_specific
51567	WT_specific
12994	WT_specific
6381	WT_specific
40525	WT_specific
42532	WT_specific
42994	WT_specific
96800	WT_specific
113435	WT_specific
120419	WT_specific
112808	WT_specific
89777	WT_specific
47653	WT_specific
1029	WT_specific
8590	WT_specific
286740	WT_specific
232473	WT_specific
28525	WT_specific
0	WT_specific
40543	WT_specific
60988	WT_specific
76033	WT_specific
29138	WT_specific
910	WT_specific
17533	WT_specific
122181	WT_specific
171704	WT_specific
170003	WT_specific
86404	WT_specific
48684	WT_specific
22620	WT_specific
0	WT_specific
26055	WT_specific
708	WT_specific
108846	WT_specific
142950	WT_specific
141225	WT_specific
18334	WT_specific
24609	WT_specific
37884	WT_specific
6109	WT_specific
19578	WT_specific
0	WT_specific
36181	WT_specific
50313	WT_specific
63322	WT_specific
70406	WT_specific
80140	WT_specific
83417	WT_specific
172137	WT_specific
189232	WT_specific
190016	WT_specific
211771	WT_specific
218849	WT_specific
232980	WT_specific
234243	WT_specific
247764	WT_specific
142984	WT_specific
134519	WT_specific
68341	WT_specific
36474	WT_specific
10427	WT_specific
749	WT_specific
0	WT_specific
7361	WT_specific
9661	WT_specific
13898	WT_specific
14525	WT_specific
30180	WT_specific
34795	WT_specific
44773	WT_specific
4617	WT_specific
34477	WT_specific
39704	WT_specific
40741	WT_specific
48830	WT_specific
35744	WT_specific
9551	WT_specific
6623	WT_specific
2323	WT_specific
7029	WT_specific
8970	WT_specific
29451	WT_specific
32298	WT_specific
53058	WT_specific
5563	WT_specific
3057	WT_specific
4524	WT_specific
3007	WT_specific
378	WT_specific
11928	WT_specific
19651	WT_specific
5056	WT_specific
11079	WT_specific
19951	WT_specific
18814	WT_specific
1678	WT_specific
10515	WT_specific
17450	WT_specific
5252	WT_specific
0	WT_specific
702	WT_specific
9079	WT_specific
10226	WT_specific
18017	WT_specific
18992	WT_specific
20608	WT_specific
18070	WT_specific
10014	WT_specific
8425	WT_specific
0	WT_specific
2959	WT_specific
11560	WT_specific
11630	WT_specific
6100	WT_specific
5250	WT_specific
25118	WT_specific
9022	WT_specific
11968	WT_specific
14982	WT_specific
17641	WT_specific
20505	WT_specific
35145	WT_specific
37675	WT_specific
5166	WT_specific
26835	WT_specific
66595	WT_specific
56483	WT_specific
33251	WT_specific
21247	WT_specific
452	WT_specific
10168	WT_specific
22863	WT_specific
9117	WT_specific
35792	WT_specific
6725	WT_specific
32825	WT_specific
7905	WT_specific
28751	WT_specific
60751	WT_specific
7129	WT_specific
14881	WT_specific
77303	WT_specific
90337	WT_specific
46846	WT_specific
34563	WT_specific
0	WT_specific
30552	WT_specific
87122	WT_specific
73551	WT_specific
0	WT_specific
47511	WT_specific
43453	WT_specific
37405	WT_specific
0	WT_specific
11523	WT_specific
29314	WT_specific
17729	WT_specific
8441	WT_specific
0	WT_specific
13351	WT_specific
4301	WT_specific
19051	WT_specific
1469	WT_specific
24280	WT_specific
9664	WT_specific
0	WT_specific
5459	WT_specific
8415	WT_specific
9915	WT_specific
57409	WT_specific
13192	WT_specific
8941	WT_specific
0	WT_specific
1252	WT_specific
0	WT_specific
8957	WT_specific
7819	WT_specific
22487	WT_specific
46363	WT_specific
49715	WT_specific
50470	WT_specific
49256	WT_specific
41989	WT_specific
40968	WT_specific
32373	WT_specific
31340	WT_specific
29663	WT_specific
4066	WT_specific
5524	WT_specific
176	WT_specific
23497	WT_specific
723	WT_specific
9787	WT_specific
13398	WT_specific
15178	WT_specific
26157	WT_specific
27991	WT_specific
16867	WT_specific
17903	WT_specific
30724	WT_specific
33765	WT_specific
40887	WT_specific
22208	WT_specific
5069	WT_specific
6248	WT_specific
20524	WT_specific
29000	WT_specific
57901	WT_specific
18898	WT_specific
9909	WT_specific
6089	WT_specific
5377	WT_specific
1453	WT_specific
393	WT_specific
0	WT_specific
2939	WT_specific
182	WT_specific
7650	WT_specific
6715	WT_specific
10641	WT_specific
16883	WT_specific
21684	WT_specific
19316	WT_specific
0	WT_specific
1712	WT_specific
11374	WT_specific
14315	WT_specific
9508	WT_specific
8205	WT_specific
2069	WT_specific
8864	WT_specific
32130	WT_specific
33547	WT_specific
39549	WT_specific
43349	WT_specific
62042	WT_specific
61825	WT_specific
25308	WT_specific
13809	WT_specific
0	WT_specific
5354	WT_specific
4571	WT_specific
4925	WT_specific
0	WT_specific
4853	WT_specific
158	WT_specific
4068	WT_specific
14747	WT_specific
25675	WT_specific
6829	WT_specific
7975	WT_specific
15232	WT_specific
0	WT_specific
35124	WT_specific
39110	WT_specific
45535	WT_specific
88176	WT_specific
83369	WT_specific
65527	WT_specific
50659	WT_specific
30414	WT_specific
27709	WT_specific
27400	WT_specific
847	WT_specific
4091	WT_specific
2683	WT_specific
0	WT_specific
0	WT_specific
40879	WT_specific
53123	WT_specific
283151	WT_specific
68118	WT_specific
112419	WT_specific
70627	WT_specific
91243	WT_specific
112343	WT_specific
136577	WT_specific
74283	WT_specific
60757	WT_specific
31014	WT_specific
10260	WT_specific
10761	WT_specific
48927	WT_specific
52936	WT_specific
79212	WT_specific
81797	WT_specific
133274	WT_specific
145327	WT_specific
152408	WT_specific
186968	WT_specific
163860	WT_specific
146665	WT_specific
136856	WT_specific
135726	WT_specific
120551	WT_specific
110972	WT_specific
67449	WT_specific
47707	WT_specific
23277	WT_specific
6231	WT_specific
31199	WT_specific
34897	WT_specific
41649	WT_specific
51263	WT_specific
13522	WT_specific
8038	WT_specific
16844	WT_specific
50568	WT_specific
41244	WT_specific
0	WT_specific
0	WT_specific
50819	WT_specific
19535	WT_specific
65248	WT_specific
73141	WT_specific
39851	WT_specific
0	WT_specific
26729	WT_specific
68250	WT_specific
37494	WT_specific
22347	WT_specific
11829	WT_specific
6744	WT_specific
85270	WT_specific
29144	WT_specific
71031	WT_specific
37605	WT_specific
2596	WT_specific
41781	WT_specific
48759	WT_specific
19924	WT_specific
4260	WT_specific
3132	WT_specific
0	WT_specific
866	WT_specific
3509	WT_specific
17250	WT_specific
0	WT_specific
50779	WT_specific
65523	WT_specific
39976	WT_specific
13622	WT_specific
3732	WT_specific
0	WT_specific
865	WT_specific
0	WT_specific
42192	WT_specific
50562	WT_specific
57608	WT_specific
73980	WT_specific
92871	WT_specific
116657	WT_specific
117498	WT_specific
118433	WT_specific
126204	WT_specific
128534	WT_specific
77466	WT_specific
69653	WT_specific
16951	WT_specific
0	WT_specific
12373	WT_specific
17663	WT_specific
0	WT_specific
4404	WT_specific
9907	WT_specific
32862	WT_specific
22257	WT_specific
10523	WT_specific
67611	WT_specific
72633	WT_specific
99416	WT_specific
128395	WT_specific
146682	WT_specific
156706	WT_specific
140604	WT_specific
88806	WT_specific
83347	WT_specific
60357	WT_specific
17573	WT_specific
45487	WT_specific
31258	WT_specific
17900	WT_specific
15103	WT_specific
23458	WT_specific
24449	WT_specific
31885	WT_specific
42405	WT_specific
3920	WT_specific
0	WT_specific
592	WT_specific
6401	WT_specific
0	WT_specific
5481	WT_specific
0	WT_specific
37218	WT_specific
0	WT_specific
2251	WT_specific
4800	WT_specific
42725	WT_specific
2146	WT_specific
0	WT_specific
7682	WT_specific
30852	WT_specific
80844	WT_specific
79201	WT_specific
52041	WT_specific
40930	WT_specific
36700	WT_specific
33111	WT_specific
24080	WT_specific
20032	WT_specific
23483	WT_specific
27029	WT_specific
67018	WT_specific
30569	WT_specific
27848	WT_specific
6663	WT_specific
39219	WT_specific
81786	WT_specific
10519	WT_specific
23848	WT_specific
21681	WT_specific
1596	WT_specific
6384	WT_specific
35094	WT_specific
50657	WT_specific
65837	WT_specific
74317	WT_specific
87123	WT_specific
91569	WT_specific
87119	WT_specific
72926	WT_specific
54974	WT_specific
9868	WT_specific
10803	WT_specific
14667	WT_specific
16326	WT_specific
56263	WT_specific
37889	WT_specific
36966	WT_specific
34722	WT_specific
21098	WT_specific
11922	WT_specific
24315	WT_specific
28299	WT_specific
26439	WT_specific
19662	WT_specific
5259	WT_specific
2702	WT_specific
21801	WT_specific
22422	WT_specific
24294	WT_specific
40309	WT_specific
27484	WT_specific
25480	WT_specific
23763	WT_specific
3655	WT_specific
7590	WT_specific
1848	WT_specific
6404	WT_specific
12760	WT_specific
2910	WT_specific
24601	WT_specific
7286	WT_specific
18580	WT_specific
19726	WT_specific
4267	WT_specific
2354	WT_specific
14900	WT_specific
0	WT_specific
13039	WT_specific
0	WT_specific
20460	WT_specific
6612	WT_specific
1664	WT_specific
2545	WT_specific
3622	WT_specific
0	WT_specific
16646	WT_specific
7033	WT_specific
37298	WT_specific
38753	WT_specific
50588	WT_specific
52014	WT_specific
74113	WT_specific
30244	WT_specific
3924	WT_specific
0	WT_specific
0	WT_specific
21764	WT_specific
24613	WT_specific
21860	WT_specific
595	WT_specific
8515	WT_specific
4308	WT_specific
1314	WT_specific
41074	WT_specific
64142	WT_specific
47286	WT_specific
42238	WT_specific
2615	WT_specific
151	WT_specific
21496	WT_specific
55213	WT_specific
2934	WT_specific
23604	WT_specific
46887	WT_specific
1815	WT_specific
26858	WT_specific
23621	WT_specific
22342	WT_specific
23100	WT_specific
1297	WT_specific
11187	WT_specific
0	WT_specific
0	WT_specific
0	WT_specific
0	WT_specific
1227	WT_specific
2956	WT_specific
1460	WT_specific
0	WT_specific
0	WT_specific
18789	WT_specific
11561	WT_specific
40526	WT_specific
44959	WT_specific
51538	WT_specific
53678	WT_specific
54242	WT_specific
57722	WT_specific
35039	WT_specific
11372	WT_specific
9047	WT_specific
2943	WT_specific
649	WT_specific
2792	WT_specific
4337	WT_specific
22109	WT_specific
34405	WT_specific
28948	WT_specific
22405	WT_specific
8096	WT_specific
4324	WT_specific
899	WT_specific
746	WT_specific
2055	WT_specific
15954	WT_specific
21171	WT_specific
0	WT_specific
32238	WT_specific
53	WT_specific
2520	WT_specific
32402	WT_specific
34500	WT_specific
23038	WT_specific
0	WT_specific
10999	WT_specific
12419	WT_specific
18096	WT_specific
0	WT_specific
3589	WT_specific
13195	WT_specific
2316	WT_specific
10595	WT_specific
92	WT_specific
2051	WT_specific
7813	WT_specific
8848	WT_specific
11863	WT_specific
12798	WT_specific
14964	WT_specific
12359	WT_specific
5508	WT_specific
3912	WT_specific
10722	WT_specific
45049	WT_specific
0	WT_specific
11298	WT_specific
1504	WT_specific
9096	WT_specific
18507	WT_specific
4294	WT_specific
11079	WT_specific
35143	WT_specific
29139	WT_specific
7601	WT_specific
315	WT_specific
12405	WT_specific
13654	WT_specific
364	WT_specific
3961	WT_specific
15588	WT_specific
23876	WT_specific
6525	WT_specific
0	WT_specific
148266	WT_specific
91168	WT_specific
0	WT_specific
0	WT_specific
90619	WT_specific
133268	WT_specific
41633	WT_specific
1818	WT_specific
5039	WT_specific
39961	WT_specific
80702	WT_specific
14376	WT_specific
46354	WT_specific
36809	WT_specific
13205	WT_specific
22	WT_specific
0	WT_specific
13085	WT_specific
21626	WT_specific
14759	WT_specific
13501	WT_specific
8454	WT_specific
5621	WT_specific
24903	WT_specific
32487	WT_specific
40376	WT_specific
36212	WT_specific
28984	WT_specific
10874	WT_specific
0	WT_specific
18532	WT_specific
17581	WT_specific
16919	WT_specific
0	WT_specific
25707	WT_specific
32223	WT_specific
69426	WT_specific
15640	WT_specific
21619	WT_specific
23773	WT_specific
33681	WT_specific
34401	WT_specific
23218	WT_specific
1158	WT_specific
16310	WT_specific
30290	WT_specific
43467	WT_specific
38231	WT_specific
9328	WT_specific
7734	WT_specific
5166	WT_specific
1169	WT_specific
8245	WT_specific
24135	WT_specific
25211	WT_specific
1067	WT_specific
1784	WT_specific
11619	WT_specific
13328	WT_specific
20939	WT_specific
26294	WT_specific
30895	WT_specific
51854	WT_specific
53927	WT_specific
46757	WT_specific
2189	WT_specific
1158	WT_specific
6541	WT_specific
9753	WT_specific
10336	WT_specific
0	WT_specific
38296	WT_specific
16061	WT_specific
7619	WT_specific
17716	WT_specific
27328	WT_specific
34440	WT_specific
11266	WT_specific
16839	WT_specific
14811	WT_specific
2695	WT_specific
0	WT_specific
7723	WT_specific
3064	WT_specific
176	WT_specific
1082	WT_specific
17412	WT_specific
36194	WT_specific
27022	WT_specific
24020	WT_specific
352	WT_specific
45677	WT_specific
48871	WT_specific
61309	WT_specific
37254	WT_specific
10671	WT_specific
11224	WT_specific
15002	WT_specific
28869	WT_specific
0	WT_specific
1812	WT_specific
13195	WT_specific
34736	WT_specific
0	WT_specific
23666	WT_specific
32380	WT_specific
76279	WT_specific
77403	WT_specific
79373	WT_specific
114886	WT_specific
160530	WT_specific
96756	WT_specific
52764	WT_specific
51620	WT_specific
49545	WT_specific
7280	WT_specific
0	WT_specific
10600	WT_specific
6026	WT_specific
32879	WT_specific
61167	WT_specific
96759	WT_specific
43115	WT_specific
27381	WT_specific
4514	WT_specific
0	WT_specific
22624	WT_specific
25937	WT_specific
17760	WT_specific
12077	WT_specific
7587	WT_specific
3165	WT_specific
15692	WT_specific
18261	WT_specific
5324	WT_specific
0	WT_specific
205	WT_specific
6329	WT_specific
15187	WT_specific
4446	WT_specific
5132	WT_specific
20836	WT_specific
25431	WT_specific
0	WT_specific
1019	WT_specific
39885	WT_specific
41107	WT_specific
59182	WT_specific
44498	WT_specific
38997	WT_specific
0	WT_specific
45037	WT_specific
84007	WT_specific
136830	WT_specific
140047	WT_specific
119934	WT_specific
85793	WT_specific
63469	WT_specific
41439	WT_specific
32183	WT_specific
23421	WT_specific
21840	WT_specific
0	WT_specific
0	WT_specific
5075	WT_specific
30471	WT_specific
38755	WT_specific
34927	WT_specific
23842	WT_specific
8746	WT_specific
10370	WT_specific
8355	WT_specific
1254	WT_specific
1289	WT_specific
5766	WT_specific
20897	WT_specific
1722	WT_specific
546	WT_specific
6875	WT_specific
7769	WT_specific
10753	WT_specific
24043	WT_specific
27201	WT_specific
28979	WT_specific
32751	WT_specific
35416	WT_specific
36827	WT_specific
41943	WT_specific
44131	WT_specific
45586	WT_specific
62928	WT_specific
63475	WT_specific
67168	WT_specific
71474	WT_specific
66024	WT_specific
61376	WT_specific
59857	WT_specific
51485	WT_specific
16669	WT_specific
6379	WT_specific
0	WT_specific
996	WT_specific
7569	WT_specific
19131	WT_specific
4720	WT_specific
1147	WT_specific
9352	WT_specific
29144	WT_specific
540	WT_specific
0	WT_specific
0	WT_specific
7771	WT_specific
11194	WT_specific
12317	WT_specific
0	WT_specific
3934	WT_specific
6750	WT_specific
7850	WT_specific
10562	WT_specific
13504	WT_specific
16821	WT_specific
3323	WT_specific
0	WT_specific
2310	WT_specific
4695	WT_specific
21376	WT_specific
27833	WT_specific
30568	WT_specific
40874	WT_specific
43963	WT_specific
30403	WT_specific
28119	WT_specific
27228	WT_specific
23144	WT_specific
21874	WT_specific
8978	WT_specific
423	WT_specific
14785	WT_specific
1782	WT_specific
4831	WT_specific
24111	WT_specific
2510	WT_specific
15593	WT_specific
0	WT_specific
10521	WT_specific
15334	WT_specific
993	WT_specific
44053	WT_specific
10167	WT_specific
526	WT_specific
3010	WT_specific
27404	WT_specific
75480	WT_specific
76538	WT_specific
126165	WT_specific
112476	WT_specific
102160	WT_specific
68892	WT_specific
46947	WT_specific
30105	WT_specific
13322	WT_specific
1727	WT_specific
46647	WT_specific
6561	WT_specific
25561	WT_specific
6084	WT_specific
23662	WT_specific
0	WT_specific
0	WT_specific
6274	WT_specific
23439	WT_specific
18212	WT_specific
2110	WT_specific
8012	WT_specific
29800	WT_specific
26403	WT_specific
15157	WT_specific
7391	WT_specific
0	WT_specific
0	WT_specific
20479	WT_specific
30517	WT_specific
38286	WT_specific
67461	WT_specific
0	WT_specific
526	WT_specific
19251	WT_specific
66211	WT_specific
68540	WT_specific
50740	WT_specific
114809	WT_specific
116116	WT_specific
1438	WT_specific
19036	WT_specific
5321	WT_specific
15315	WT_specific
81233	WT_specific
82118	WT_specific
5722	WT_specific
2483	WT_specific
24907	WT_specific
18031	WT_specific
14922	WT_specific
12559	WT_specific
8996	WT_specific
5253	WT_specific
530	WT_specific
18715	WT_specific
10628	WT_specific
23107	WT_specific
8587	WT_specific
6949	WT_specific
23477	WT_specific
68491	WT_specific
64124	WT_specific
44630	WT_specific
3427	WT_specific
2443	WT_specific
421	WT_specific
0	WT_specific
25241	WT_specific
33477	WT_specific
1360	WT_specific
23550	WT_specific
28015	WT_specific
29021	WT_specific
84300	WT_specific
78010	WT_specific
75495	WT_specific
64913	WT_specific
51592	WT_specific
45153	WT_specific
29095	WT_specific
18345	WT_specific
15763	WT_specific
10387	WT_specific
1959	WT_specific
0	WT_specific
0	WT_specific
5224	WT_specific
1871	WT_specific
2013	WT_specific
6818	WT_specific
20783	WT_specific
21496	WT_specific
0	WT_specific
1717	WT_specific
15532	WT_specific
0	WT_specific
4271	WT_specific
5698	WT_specific
0	WT_specific
8416	WT_specific
0	WT_specific
0	WT_specific
8763	WT_specific
0	WT_specific
0	WT_specific
7909	WT_specific
6228	WT_specific
13963	WT_specific
25766	WT_specific
33005	WT_specific
49624	WT_specific
52029	WT_specific
50086	WT_specific
510	WT_specific
19958	WT_specific
11638	WT_specific
1757	WT_specific
0	WT_specific
17891	WT_specific
16155	WT_specific
5833	WT_specific
7607	WT_specific
37569	WT_specific
1315	WT_specific
132583	WT_specific
264539	WT_specific
266246	WT_specific
276067	WT_specific
296671	WT_specific
299447	WT_specific
300928	WT_specific
301863	WT_specific
310824	WT_specific
330486	WT_specific
286533	WT_specific
266665	WT_specific
256016	WT_specific
255256	WT_specific
238640	WT_specific
208546	WT_specific
207041	WT_specific
189268	WT_specific
156123	WT_specific
111274	WT_specific
108667	WT_specific
79843	WT_specific
77232	WT_specific
18489	WT_specific
13539	WT_specific
6698	WT_specific
10340	WT_specific
19955	WT_specific
14892	WT_specific
28219	WT_specific
33572	WT_specific
41968	WT_specific
47032	WT_specific
51518	WT_specific
62658	WT_specific
63508	WT_specific
68481	WT_specific
99652	WT_specific
102522	WT_specific
107108	WT_specific
104585	WT_specific
74224	WT_specific
59773	WT_specific
37369	WT_specific
20793	WT_specific
342	WT_specific
0	WT_specific
6601	WT_specific
31393	WT_specific
35632	WT_specific
1714	WT_specific
5086	WT_specific
16187	WT_specific
19772	WT_specific
4230	WT_specific
7684	WT_specific
10008	WT_specific
13940	WT_specific
15836	WT_specific
68530	WT_specific
72988	WT_specific
68685	WT_specific
41379	WT_specific
15364	WT_specific
0	WT_specific
0	WT_specific
2471	WT_specific
3763	WT_specific
16180	WT_specific
32405	WT_specific
59902	WT_specific
42548	WT_specific
31022	WT_specific
29735	WT_specific
29054	WT_specific
24968	WT_specific
0	WT_specific
12330	WT_specific
14447	WT_specific
0	WT_specific
6741	WT_specific
19723	WT_specific
16684	WT_specific
12063	WT_specific
7656	WT_specific
18011	WT_specific
27605	WT_specific
52256	WT_specific
63063	WT_specific
83745	WT_specific
178972	WT_specific
112213	WT_specific
2139	WT_specific
9709	WT_specific
0	WT_specific
4325	WT_specific
23699	WT_specific
14396	WT_specific
30254	WT_specific
26785	WT_specific
26128	WT_specific
24642	WT_specific
14732	WT_specific
33805	WT_specific
33220	WT_specific
29919	WT_specific
11456	WT_specific
899	WT_specific
1967	WT_specific
7624	WT_specific
19028	WT_specific
21687	WT_specific
22685	WT_specific
28108	WT_specific
35314	WT_specific
36533	WT_specific
49170	WT_specific
35584	WT_specific
22451	WT_specific
9968	WT_specific
15683	WT_specific
19694	WT_specific
24515	WT_specific
27174	WT_specific
54817	WT_specific
49838	WT_specific
32904	WT_specific
29575	WT_specific
26149	WT_specific
0	WT_specific
13130	WT_specific
15645	WT_specific
27738	WT_specific
46945	WT_specific
25188	WT_specific
0	WT_specific
0	WT_specific
5139	WT_specific
13889	WT_specific
16334	WT_specific
27212	WT_specific
4232	WT_specific
420	WT_specific
39202	WT_specific
43897	WT_specific
49695	WT_specific
62027	WT_specific
84035	WT_specific
77361	WT_specific
72936	WT_specific
51945	WT_specific
40898	WT_specific
34480	WT_specific
4994	WT_specific
9638	WT_specific
2188	WT_specific
0	WT_specific
32187	WT_specific
16020	WT_specific
6374	WT_specific
12831	WT_specific
54811	WT_specific
10601	WT_specific
3362	WT_specific
3130	WT_specific
6709	WT_specific
15916	WT_specific
21214	WT_specific
40198	WT_specific
43009	WT_specific
55890	WT_specific
59137	WT_specific
66024	WT_specific
62777	WT_specific
22258	WT_specific
20770	WT_specific
31443	WT_specific
72656	WT_specific
92926	WT_specific
123605	WT_specific
137405	WT_specific
142457	WT_specific
145482	WT_specific
115914	WT_specific
99064	WT_specific
44586	WT_specific
43302	WT_specific
29190	WT_specific
1398	WT_specific
36983	WT_specific
91720	WT_specific
118013	WT_specific
10733	WT_specific
52084	WT_specific
54365	WT_specific
65632	WT_specific
77026	WT_specific
79568	WT_specific
53694	WT_specific
43148	WT_specific
7172	WT_specific
2156	WT_specific
1290	WT_specific
25656	WT_specific
23018	WT_specific
25665	WT_specific
34395	WT_specific
52840	WT_specific
45282	WT_specific
13222	WT_specific
9579	WT_specific
0	WT_specific
644	WT_specific
5852	WT_specific
12620	WT_specific
23621	WT_specific
22330	WT_specific
16497	WT_specific
17117	WT_specific
28941	WT_specific
1538	WT_specific
79155	WT_specific
109063	WT_specific
135205	WT_specific
145962	WT_specific
198362	WT_specific
202562	WT_specific
224834	WT_specific
209449	WT_specific
184578	WT_specific
176976	WT_specific
163644	WT_specific
145855	WT_specific
118831	WT_specific
99060	WT_specific
52206	WT_specific
43829	WT_specific
37603	WT_specific
4679	WT_specific
36841	WT_specific
98369	WT_specific
142058	WT_specific
144738	WT_specific
189365	WT_specific
209981	WT_specific
147781	WT_specific
141061	WT_specific
130263	WT_specific
127892	WT_specific
109965	WT_specific
104754	WT_specific
104078	WT_specific
93892	WT_specific
85017	WT_specific
77569	WT_specific
46951	WT_specific
13513	WT_specific
11991	WT_specific
13806	WT_specific
14936	WT_specific
43187	WT_specific
54992	WT_specific
50974	WT_specific
42674	WT_specific
35029	WT_specific
0	WT_specific
5570	WT_specific
38992	WT_specific
40571	WT_specific
38621	WT_specific
0	WT_specific
13636	WT_specific
22952	WT_specific
36915	WT_specific
34048	WT_specific
6554	WT_specific
3936	WT_specific
15757	WT_specific
24621	WT_specific
45867	WT_specific
59454	WT_specific
71801	WT_specific
4455	WT_specific
0	WT_specific
0	WT_specific
4373	WT_specific
7542	WT_specific
28226	WT_specific
30312	WT_specific
0	WT_specific
8056	WT_specific
29385	WT_specific
8367	WT_specific
19900	WT_specific
33173	WT_specific
54018	WT_specific
30173	WT_specific
13366	WT_specific
0	WT_specific
46734	WT_specific
63234	WT_specific
66529	WT_specific
79425	WT_specific
84279	WT_specific
100055	WT_specific
137926	WT_specific
142203	WT_specific
165521	WT_specific
162461	WT_specific
97396	WT_specific
15829	WT_specific
2426	WT_specific
0	WT_specific
0	WT_specific
0	WT_specific
11854	WT_specific
15529	WT_specific
20731	WT_specific
32195	WT_specific
38555	WT_specific
37245	WT_specific
41148	WT_specific
33908	WT_specific
13744	WT_specific
13369	WT_specific
11917	WT_specific
477	WT_specific
14389	WT_specific
42640	WT_specific
42810	WT_specific
18295	WT_specific
8342	WT_specific
5732	WT_specific
456	WT_specific
22332	WT_specific
24867	WT_specific
6666	WT_specific
4843	WT_specific
6807	WT_specific
7703	WT_specific
21220	WT_specific
27055	WT_specific
29873	WT_specific
32560	WT_specific
43202	WT_specific
50296	WT_specific
74556	WT_specific
62064	WT_specific
55599	WT_specific
47203	WT_specific
35596	WT_specific
40432	WT_specific
59037	WT_specific
52805	WT_specific
47918	WT_specific
39171	WT_specific
29721	WT_specific
20327	WT_specific
25302	WT_specific
26653	WT_specific
31548	WT_specific
42946	WT_specific
0	WT_specific
3035	WT_specific
16555	WT_specific
17539	WT_specific
19692	WT_specific
24537	WT_specific
25656	WT_specific
43464	WT_specific
73498	WT_specific
93665	WT_specific
64318	WT_specific
57372	WT_specific
33875	WT_specific
32035	WT_specific
17241	WT_specific
11014	WT_specific
219	WT_specific
0	WT_specific
0	WT_specific
0	WT_specific
15538	WT_specific
194	WT_specific
56922	WT_specific
71863	WT_specific
58322	WT_specific
30484	WT_specific
9579	WT_specific
15692	WT_specific
18590	WT_specific
23378	WT_specific
33478	WT_specific
46496	WT_specific
33723	WT_specific
19271	WT_specific
2493	WT_specific
4801	WT_specific
18368	WT_specific
27341	WT_specific
31587	WT_specific
32482	WT_specific
43412	WT_specific
52758	WT_specific
78302	WT_specific
107693	WT_specific
108626	WT_specific
115731	WT_specific
120615	WT_specific
159896	WT_specific
164783	WT_specific
179407	WT_specific
181234	WT_specific
181891	WT_specific
190527	WT_specific
173025	WT_specific
137776	WT_specific
127408	WT_specific
112464	WT_specific
72238	WT_specific
58105	WT_specific
23007	WT_specific
20296	WT_specific
14753	WT_specific
10896	WT_specific
23183	WT_specific
24723	WT_specific
43343	WT_specific
91634	WT_specific
105501	WT_specific
112455	WT_specific
115286	WT_specific
98130	WT_specific
76826	WT_specific
67357	WT_specific
59256	WT_specific
40992	WT_specific
21461	WT_specific
18024	WT_specific
0	WT_specific
12090	WT_specific
3313	WT_specific
37383	WT_specific
9706	WT_specific
14678	WT_specific
19613	WT_specific
20988	WT_specific
7215	WT_specific
12495	WT_specific
17831	WT_specific
5250	WT_specific
7828	WT_specific
5868	WT_specific
4716	WT_specific
1837	WT_specific
0	WT_specific
3789	WT_specific
15155	WT_specific
16007	WT_specific
41725	WT_specific
1875	WT_specific
5128	WT_specific
5596	WT_specific
3611	WT_specific
437	WT_specific
14006	WT_specific
15366	WT_specific
40904	WT_specific
41783	WT_specific
56958	WT_specific
57874	WT_specific
10622	WT_specific
12031	WT_specific
0	WT_specific
9147	WT_specific
23380	WT_specific
14541	WT_specific
12002	WT_specific
30152	WT_specific
28696	WT_specific
9409	WT_specific
3801	WT_specific
0	WT_specific
5658	WT_specific
9206	WT_specific
37128	WT_specific
35	WT_specific
76329	WT_specific
115960	WT_specific
114148	WT_specific
102273	WT_specific
22071	WT_specific
0	WT_specific
48289	WT_specific
28026	WT_specific
6530	WT_specific
0	WT_specific
8140	WT_specific
14900	WT_specific
1563	WT_specific
0	WT_specific
19813	WT_specific
26050	WT_specific
0	WT_specific
24046	WT_specific
13271	WT_specific
49961	WT_specific
100302	WT_specific
1325	WT_specific
83022	WT_specific
0	WT_specific
60799	WT_specific
105793	WT_specific
0	WT_specific
13230	WT_specific
14659	WT_specific
15835	WT_specific
716	WT_specific
32166	WT_specific
40793	WT_specific
63869	WT_specific
69724	WT_specific
64669	WT_specific
60848	WT_specific
46689	WT_specific
45220	WT_specific
8097	WT_specific
27327	WT_specific
11065	WT_specific
25160	WT_specific
0	WT_specific
34358	WT_specific
28602	WT_specific
24037	WT_specific
22900	WT_specific
6966	WT_specific
0	WT_specific
6069	WT_specific
970	WT_specific
18900	WT_specific
2457	WT_specific
0	WT_specific
262	WT_specific
3565	WT_specific
4600	WT_specific
8427	WT_specific
1188	WT_specific
